0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-6.203787327588642,-6.0784573412090905,-5.953127598185284,-5.82779958382055,-5.702470897797181,-5.577142414722075,-5.451813943253555,-5.326484213764566,-5.201154129890899,-5.075826201127785,-4.950498010244082,-4.8251698584207405,-4.699841057680313,-4.574511273269621,-4.4491822720877074,-4.323853523766916,-4.19852525190766,-4.0731972140089505,-3.947868924255542,-3.8225403958714654,-3.6972110177927284,-3.5718814786603468,-3.4465514397849697,-3.321221867838073,-3.195892993671024,-3.070565755293266,-2.945237881137306,-2.8199092684192464,-2.694579023384882,-2.5692494304901565,-2.4439202695694586,-2.3185918351605688,-2.19326306865219,-2.0679339007742943,-1.9426049192161585,-1.8172759151643592,-1.691947592884138,-1.5666182618721294,-1.441289481309985,-1.3159598608092091,-1.190631119276326,-1.0653025443477782,-0.93997348219681,-0.8146444369232713,-0.6893148573543432,-0.5639862060242287,-0.4386560026332648,-0.31332757540153183,-0.18799866899520884,-0.06267403774363851,0.0626602644970994,0.1879852657046278,0.3133136507041326,0.43864254168239486,0.5639724648894395,0.6893013829575761,0.8146306443116206,0.9399602500441447,1.0652886288925791,1.1906180254790653,1.3159461390186662,1.4412762592279564,1.5666048484527895,1.6919344763155224,1.817262558212816,1.9425920586571677,2.067920705500943,2.1932503323616723,2.318578950362089,2.4439076879076356,2.5692368566188235,2.694566723873545,2.819896986294619,2.9452259333947466,3.070553794099454,3.195881481582925,3.321210302540492,3.446540344410233,3.571870456772094,3.697200379201201,3.822529960935664,3.947858861894168,4.073187399956854,4.198515873521675,4.323844421871449,4.449173635527966,4.574502942568024,4.699833370566368,4.82516223437236,4.950491416681569,5.075819493829415,5.201148448403072,5.326478789151903,5.451809155590055,5.577138212931193,5.702467475575898,5.827796422958053,5.953125672000107,6.078455581090163,6.203786701157615
-12.407574214362226,-12.156913235306153,-11.906253822971644,-11.65559645074682,-11.404940168815823,-11.15428505364484,-10.903626958891738,-10.652966579816383,-10.402305888829781,-10.151648254083042,-9.900994931085895,-9.650338554942394,-9.399682588813963,-9.149020493542592,-8.898361939249893,-8.647702425718956,-8.397048130074273,-8.146391703505891,-7.895735849129724,-7.645077454108065,-7.394417976344534,-7.143759023653811,-6.8930992616730355,-6.64244057626695,-6.3917834595667395,-6.14112953914366,-5.890474697572756,-5.639816759571726,-5.389155157268144,-5.138491783737389,-4.887834212396964,-4.637178818225578,-4.386527298371681,-4.135869308294728,-3.8852107555751076,-3.6345474167755563,-3.3838877277427764,-3.1332319414597802,-2.8825739922255753,-2.631918528172912,-2.381261148356906,-2.1306035456284085,-1.8799462783167846,-1.6292857905514533,-1.3786232838789154,-1.127963867204877,-0.8773079502166626,-0.6266550218215208,-0.376000644306354,-0.12534200634810477,0.1253178503111284,0.3759765719567374,0.626631237117909,0.8772836548656431,1.1279396782056137,1.3785997525224856,1.629261964061787,1.8799215475341724,2.1305811669332813,2.381237022422991,2.63189447989093,2.8825527338585597,3.1332069534968547,3.3838661693955996,3.634525222377405,3.8851874587533115,4.13584862446925,4.386504969618541,4.637158319692713,4.887812701880767,5.13847229196223,5.389134482683357,5.639797604242675,5.890455809501598,6.1411107380663275,6.391765499019875,6.642422989953329,6.893082235183832,7.1437423385597985,7.394402211264138,7.645062246696915,7.895720461200333,8.14637860901651,8.397033246848391,8.647691001759403,8.89834839499525,9.14901030795459,9.399670549008569,9.650329781510788,9.900984349212733,10.151640690315876,10.402297371055267,10.652959502996877,10.903621098970236,11.154278927717968,11.404935632258052,11.655593064869642,11.90625004122766,12.156912154749547,12.40757274077457
-18.611354004355896,-18.23536994115627,-17.859382848574135,-17.483397409211317,-17.107411093528132,-16.731422313377657,-16.35543802457009,-15.979451410239902,-15.603465792975882,-15.227480530546439,-14.851491178167695,-14.475505826240179,-14.099516845148417,-13.723533813436283,-13.347546194438994,-12.971559801761902,-12.595575174828348,-12.219583904918334,-11.843599853650225,-11.467613496356092,-11.091624737118742,-10.715641739815332,-10.33965420615579,-9.963666808985769,-9.587682891659544,-9.211692041376054,-8.83570646354975,-8.459719108627187,-8.08373394296702,-7.707749111363513,-7.331763478499071,-6.955773850587917,-6.579786731022557,-6.2037993469564,-5.827811257318416,-5.451830114398073,-5.075840482381755,-4.699855577351422,-4.323867371365582,-3.9478790504709456,-3.571894147781704,-3.195903920134072,-2.8199192498135246,-2.443933324972675,-2.067945728282787,-1.6919627780246405,-1.3159724159738533,-0.9399836727414261,-0.5639962785599167,-0.1880098709048048,0.18797763617107877,0.5639623044304538,0.9399515388555464,1.3159411289574883,1.6919271612623683,2.0679166852972903,2.443899634153923,2.81988604045096,3.1958748749935726,3.571859710682652,3.9478490186608544,4.3238360230242385,4.699823144456536,5.075812793276054,5.451795565611233,5.8277845709134946,6.203768730544484,6.579756135596325,6.955747298819897,7.331733925041568,7.707721725217708,8.083707182187519,8.459692887006458,8.835679304773135,9.211669731843728,9.587655032576759,9.963645428019728,10.339631369436525,10.715616642169975,11.091606824681493,11.46759093184731,11.843578234334748,12.21956866132788,12.595552901362366,12.971543447170237,13.347530641451034,13.72351530355171,14.099504261115309,14.47548948874449,14.851479873089346,15.227466495011672,15.603455555209445,15.979441689820959,16.355427133086785,16.731416667595337,17.10740327553726,17.48339156331905,17.859380401540992,18.235365382989787,18.611353674083375
-24.815139556844546,-24.313825398088817,-23.812512127277092,-23.311197095887525,-22.809880831353446,-22.30856455195291,-21.807250803053194,-21.305935688590985,-20.80462359980349,-20.30330737565209,-19.80199007323834,-19.30067353812353,-18.79935744355102,-18.298045371550135,-17.796728385813438,-17.295417843237644,-16.7940975138553,-16.292783803362855,-15.79146631984902,-15.290152104292176,-14.788837225160465,-14.287523366926537,-13.786207245901704,-13.284893665221782,-12.783576387641528,-12.282258870208812,-11.78094213080798,-11.279625643530569,-10.778312654399603,-10.276999115920992,-9.77568430786015,-9.274365355818889,-8.773047537015712,-8.271728482351705,-7.770415820868542,-7.269101482658811,-6.767787136297396,-6.266470848926998,-5.76515285398617,-5.263836218586049,-4.762519234928753,-4.2612023322720445,-3.7598863250806667,-3.258571994555241,-2.757257809154493,-2.2559437962789035,-1.7546241655530395,-1.2533056105811728,-0.7519858687024844,-0.2506722820707419,0.2506453103350555,0.7519601020149238,1.2532774779231672,1.7545987131295526,2.2559158973649875,2.757232095378825,3.2585450440572314,3.7598606140940616,4.261176277516567,4.762493756105458,5.263810072295554,5.765128505197502,6.266445287744404,6.767762352572355,7.269078059397178,7.770390107951146,8.271707572968024,8.773022455538674,9.274344351976263,9.775661537402549,10.276978287847687,10.778291074004592,11.279605709949518,11.780921302801731,12.282239992081616,12.783558314137457,13.28487392903594,13.786191346692226,14.287504793122789,14.788820922734152,15.290135455055372,15.791451921425999,16.29276668712053,16.794086657162186,17.29539935151884,17.79671918915185,18.298030495674094,18.799346469284202,19.300662418489853,19.801980223679717,20.303297896570214,20.80461374520193,21.305929315500833,21.80724206739668,22.308558989312964,22.809876281931594,23.311192305417823,23.81250893054505,24.313823659301,24.815137891446224
-31.018923439809036,-30.39228064913846,-29.765635796147436,-29.138993830855473,-28.512347160548234,-27.885702971775828,-27.259058147069457,-26.632415845567202,-26.005771701868884,-25.3791291279284,-24.75248213834671,-24.12583704206757,-23.499192671564664,-22.872549522703217,-22.245905134345268,-21.619262615931245,-20.99261498217113,-20.36597205323761,-19.739325739151422,-19.112682122883463,-18.486038732825286,-17.85939332655367,-17.232749371668696,-16.60610495342786,-15.979461120691617,-15.352813654928022,-14.726168638543161,-14.099524382373952,-13.47287967034201,-12.84623795619085,-12.219593809408815,-11.592947049500971,-10.966298497875954,-10.339654606980487,-9.713009943808498,-9.086366660768407,-8.459723935197006,-7.833077522113024,-7.206430904023492,-6.579786530569789,-5.953140534188852,-5.326494949178628,-4.699848959592366,-4.073205977110791,-3.446561272275878,-2.819918580303154,-2.1932719574635984,-1.5666234408446842,-0.9399768054460256,-0.3133338613683593,0.31331247335620505,0.9399553627876348,1.5666027893833878,2.19325053685616,2.8198971732122513,3.4465422287693257,4.0731834244827025,4.699829674229829,5.326474607391155,5.953121201219993,6.579765248081252,7.206412577452259,7.833058041651249,8.459703274036386,9.086349191702913,9.712991350643636,10.339634549969412,10.966281934550311,11.592929140788716,12.219575386508508,12.846220524830871,13.472864027762338,14.099505789017263,14.726151581713635,15.35279894067171,15.979443560084787,16.606089322820402,17.23273390669666,17.85937862166435,18.486022589440324,19.112667443778882,19.739312440025895,20.365955576385787,20.99260376804462,21.619247281798092,22.245894124040124,22.872537199982265,23.49918098496141,24.12582624547603,24.752472837829416,25.379117612192037,26.005764595764724,26.632406739874146,27.25905124871699,27.88569576636619,28.512343129164517,29.138986496344096,29.7656342771468,30.392276642062807,31.018922818120977
-37.22271329768736,-36.47073822067148,-35.718761886055745,-34.96678837135323,-34.21481459777208,-33.46284379571975,-32.71087026329576,-31.95889435219085,-31.206918642482773,-30.454945134620832,-29.702974330620236,-28.951003103615815,-28.19902897357229,-27.447053802487495,-26.695077644004833,-25.943105539575267,-25.191133744045814,-24.439161756603514,-23.687188528608104,-22.93521383489517,-22.183239809242714,-21.43126637133905,-20.679292946446886,-19.927317644796908,-19.175345164790254,-18.42337243881402,-17.671402419718174,-16.9194294742069,-16.167451922748075,-15.415475776158702,-14.663499070612822,-13.911529470211772,-13.159559553513311,-12.407586220664864,-11.655611843130554,-10.90363178781149,-10.15165963430322,-9.399685582614008,-8.647713645349308,-7.8957401229986734,-7.143764137032518,-6.391793388227322,-5.639819603551323,-4.887846741304708,-4.1358687801606315,-3.383892043090322,-2.6319197809429355,-1.8799498831588934,-1.1279796577027439,-0.37600298294855394,0.3759703810174813,1.1279463571061101,1.8799178452267729,2.63188646336884,3.383859487304669,4.135836114438999,4.887813215851958,5.639788024562854,6.391759025179245,7.143732912984208,7.8957066134146405,8.647681141326727,9.399654440156988,10.151625352353859,10.903602399079386,11.655578253972466,12.4075557675032,13.159528886648376,13.911497135518314,14.663470613673878,15.415443393134996,16.167423337468918,16.919399241489767,17.671372722073198,18.423345168185968,19.17531588041125,19.92729194707757,20.679266004143283,21.4312415639266,22.183215258245813,22.935190839476018,23.687165516075535,24.439140522923473,25.191113201526065,25.94308521497058,26.695060426040943,27.447035439622415,28.199013481568862,28.950987250639795,29.70296003527507,30.45493228125319,31.20690600805247,31.95888390029832,32.71086076872125,33.46283469745516,34.21480816781115,34.966782434936555,35.718757685195726,36.47073577908033,37.222711429408605
-43.426499724339784,-42.549197903146236,-41.67189187219149,-40.794588376345914,-39.91728538179527,-39.039986384540306,-38.16268553417845,-37.28538190901679,-36.4080771031926,-35.5307753608955,-34.653474890908406,-33.77617501325661,-32.8988724197269,-32.021567924101795,-31.14426549184991,-30.266964970018755,-29.389665595755837,-28.51236418358328,-27.63505945674882,-26.757755479848637,-25.88045314773599,-25.003153507214225,-24.125851588120195,-23.2485477919861,-22.371244482960442,-21.493942672085655,-20.616642715169984,-19.739343029428344,-18.862039053405983,-17.98473110590916,-17.107428232733675,-16.230127004934065,-15.352827860385966,-14.475525650601547,-13.598221147406203,-12.720914518474293,-11.843614228370797,-10.96631490354865,-10.089011907003767,-9.211706887598165,-8.33440215492862,-7.457099722374906,-6.579802171967202,-5.702502437233858,-4.825195730965347,-3.9478895567358916,-3.070585501251081,-2.193286980460182,-1.315988211167764,-0.4386820360358513,0.4386209528193065,1.3159246901348325,2.1932261743483608,3.0705247623437546,3.9478273774065493,4.825135951897025,5.702441296201258,6.579741841236873,7.457041470835799,8.33434132555003,9.211648382886395,10.088954967220005,10.96625602749461,11.843556742610199,12.72085928159415,13.598164286646018,14.475470194559634,15.352774098032402,16.230072769244938,17.107374350289405,17.984680701462125,18.861987335798432,19.739293031524603,20.616595736762864,21.49389616176643,22.371198490108398,23.248505658827863,24.125810650364873,25.003114182403706,25.88041617796806,26.75772058914931,27.63502615608401,28.51233188901286,29.389635360067146,30.266936937817007,31.144239125519206,32.021543640750174,32.8988501189362,33.776153587711256,34.653456432788516,35.530757528640315,36.40806090641814,37.28536729989736,38.16267307987037,39.03997482502709,39.917276570084525,40.79458105267482,41.671886189591575,42.549194005617984,43.42649738834763
-49.63028471926191,-48.6276532540112,-47.625017334367286,-46.62238510578848,-45.61975287913513,-44.61712484438239,-43.61449592906594,-42.611862283793606,-41.60922797711206,-40.60659776066373,-39.603968586852005,-38.60133969634888,-37.5987090557174,-36.596073905756526,-35.593442122037516,-34.590812316946014,-33.588183469563596,-32.585553371790226,-31.582920487542022,-30.58028713074115,-29.577655477208,-28.57502526238606,-27.57239401184772,-26.56976125349252,-25.567126376179793,-24.56449640447002,-23.561868274703233,-22.559238484610933,-21.556603580138248,-20.553967601892225,-19.55133340723969,-18.548703398000992,-17.546077732688623,-16.543445459575633,-15.54081040192579,-14.538175107746895,-13.53554422822903,-12.53291527996344,-11.530285872580459,-10.52765102683238,-9.52501603996479,-8.52238793838323,-7.519759106604026,-6.517130435468656,-5.514495471211644,-4.511857640214351,-3.5092259875282665,-2.506600236163586,-1.5039703490905671,-0.5013358427796198,0.5012951894042386,1.5039315618674647,2.506559117688614,3.5091867717946084,4.511818999814474,5.514455444963087,6.5170928405599255,7.519723009584141,8.522349201078173,9.524980608988075,10.527615617596135,11.530249377473519,12.532881291595912,13.53550971553095,14.538141207999624,15.540778459241876,16.543413239920252,17.54604475884488,18.548672651019878,19.551302423658374,20.553935652705828,21.556574256577445,22.55920853334798,23.5618388931372,24.564467856921414,25.5670990747534,26.569732597554253,27.5723667431719,28.57499908902527,29.577628336455174,30.580261195170834,31.582894722407833,32.58552872630056,33.58815952107622,34.59078804841021,35.59341861867158,36.59605233058556,37.59868661135638,38.60131981886814,39.60395035237768,40.60657912026951,41.60921157188394,42.6118475890532,43.614481943366926,44.617113645289045,45.619743532201696,46.622376949736264,47.62501203583901,48.627649738736025,49.630282730148735
-55.83406833036525,-54.70610893258373,-53.57814365696711,-52.450183198395386,-51.322221527848185,-50.19426357747833,-49.06630640753662,-47.93834579378379,-46.81038195972468,-45.68242435225641,-44.55446703526855,-43.42650911232367,-42.29855017021746,-41.17058818574919,-40.04262839162908,-38.91467082582117,-37.78671370942607,-36.65875506535869,-35.530793554537986,-34.40283245467932,-33.274873191983296,-32.14691489151349,-31.01895603589224,-29.890995093733235,-28.76303234003506,-27.635073683240343,-26.50711735370258,-25.37915857311153,-24.25119727228136,-23.123232788106392,-21.99527100128424,-20.867312496732094,-19.73935624377236,-18.611394820662614,-17.483432537148225,-16.355469380234094,-15.227509502895366,-14.09955247862954,-12.97159336018722,-11.843628737576276,-10.715665296662284,-9.587706429260104,-8.459749597860093,-7.331792468052276,-6.203827895135469,-5.075862542135879,-3.9479017635418434,-2.819944481817455,-1.691985481893531,-0.5640236141931356,0.5639371411280106,1.691900599781444,2.8198581201101582,3.947814765689835,5.075777163712618,6.203742475223017,7.331706331348671,8.459665317580814,9.587621600603486,10.715581489914566,11.843546439798468,12.971509254276011,14.099470195725942,15.227429037442509,16.355388115268326,17.483352325425827,18.611316155248957,19.739276307149556,20.867233572478664,21.99519356888405,23.123155856747466,24.251120935800262,25.3790845326852,26.507043430598745,27.635002709668026,28.76296340295086,29.890926758791668,31.018889965656562,32.14685215217384,33.27481110773713,34.40277411370076,35.5307374605802,36.65870146049385,37.786662985128785,38.91462229763282,40.04258327501019,41.170546315664055,42.2985116603877,43.42647449535738,44.554435018952354,45.68239498000121,46.81035862425235,47.938322186935906,49.0662870381436,50.19424873036994,51.32220824503846,52.450171559030444,53.578137291737875,54.70610302993621,55.83406636657298
